16903789232948233989,LRN2003,0,0
261803285557089975,LRN2004,0,0
12964512914463998527,LRN2005,0,0
7358346282835679411,LRN2006,0,0
8743366817505643666,LRN2007,0,0
17002103164678656770,LRN2008,0,0
11497362141230884627,LRN2009,0,0
7088257581826290853,LRN2010,0,0
13161158226902552584,LRN2011,0,0
17543246730884706683,LRN2012,0,0
2130248394885826622,LRN2101,0,0
9740956715055743594,LRN2102,0,0
14992834115172550350,LRP2003,0,0
7798411097746588990,LRP2004,0,0
12752322767099414450,LRP2005,0,0
8820503591547951645,LRP2006,0,0
15569605813557369485,LRP2007,0,0
15666627509964733040,LRP2008,0,0
11498710967811126851,LRP2009,0,0
15439543544120143930,LRP2010,0,0
10271639213989551122,LRP2011,0,0
9697504307002224352,LRP2012,0,0
3343073756456290887,LRP2101,0,0
8329972768877707135,LRP2102,0,0
1680472444558694545,LRS2003,0,0
16329107433798137401,LRS2004,0,0
4676741564196169055,LRS2005,0,0
12954777790897054610,LRS2006,0,0
5499390692250448412,LRS2007,0,0
6022792251306499409,LRS2008,0,0
12754468533376891111,LRS2009,0,0
130879299668336163,LRS2010,0,0
14233552394781939209,LRS2011,0,0
16816836530023158171,LRS2012,0,0
12693737988910618300,LRS2101,0,0
137223795072014236,LRS2102,0,0
16943030876502518280,GDR2003,0,0
17769070662343713696,GDR2004,0,0
904431841283177417,GDR2005,0,0
2882544040473811919,GDR2006,0,0
16231924171579740645,GDR2007,0,0
5524260345255515683,GDR2008,0,0
5522276258361038430,GDR2009,0,0
5974664257896838845,GDR2010,0,0
4458461277561952082,GDR2011,0,0
12883420700849392353,GDR2012,0,0
7041613890586475574,GDR2101,0,0
9432213487057134206,GDR2102,0,0
13445253870549854341,GDU2003,0,0
5541089323030920382,GDU2004,0,0
7967177256255971735,GDU2005,0,0
8841910647343915764,GDU2006,0,0
7426334204632714214,GDU2007,0,0
10777161688720510725,GDU2008,0,0
15921056282390085465,GDU2009,0,0
2067467850753639300,GDU2010,0,0
2377875992994367379,GDU2011,0,0
15613478730700094558,GDU2012,0,0
9458506675874584146,GDU2101,0,0
5422300747724267736,GDU2102,0,0
1518532399885686295,LRA2003,0,0
10706974755155304842,LRA2004,0,0
13361655210341320716,LRA2005,0,0
13438238795084718650,LRA2006,0,0
16318275287642832579,LRA2007,0,0
13748163368382514156,LRA2008,0,0
4447066855679558371,LRA2009,0,0
7723807762557489217,LRA2010,0,0
17795334680427863601,LRA2011,0,0
4855877176771937819,LRA2012,0,0
10820311299789189143,LRA2101,0,0
7037864347571577718,LRA2102,0,0
4836069624097575305,LRC2003,0,0
15813518824717666307,LRC2004,0,0
15085163630788263212,LRC2005,0,0
13442457509693230726,LRC2006,0,0
5457579680091277155,LRC2007,0,0
8848884298873288507,LRC2008,0,0
7107773977158094667,LRC2009,0,0
6376060480492102823,LRC2010,0,0
18048675754960265871,LRC2011,0,0
11895102903376865564,LRC2012,0,0
9662287587071764342,LRC2101,0,0
16983695612004756163,LRC2102,0,0
14932849756715850019,LRZ2003,0,0
6232801351664925072,LRZ2004,0,0
14538062946974519924,LRZ2005,0,0
6757932141343265015,LRZ2006,0,0
14714600004729095695,LRZ2007,0,0
10903140143919567687,LRZ2008,0,0
7078836128589521364,LRZ2009,0,0
8290993672648196358,LRZ2010,0,0
16347204117857415412,LRZ2011,0,0
8525601002190676351,LRZ2012,0,0
18337888282120370331,LRZ2101,0,0
7897193227484736949,LRZ2102,0,0
1985370912126447244,HHI2003,0,0
11949771267494216918,HHI2004,0,0
2057683400770929841,HHI2006,0,0
2181126818225143333,HHI2009,0,0
10082676510586034675,HHI2012,0,0
11134765545881608299,HHI2112,0,0
4459855788328964505,HHI2212,0,0
5657365146332610248,HHI2312,0,0
1936193158561537318,HHI2412,0,0
4900682234944589666,HSI2003,0,0
14057279310105958661,HSI2004,0,0
11064895999402969477,HSI2006,0,0
17279348000610138926,HSI2009,0,0
16426147076111366650,HSI2012,0,0
2999091765002245296,HSI2112,0,0
16176919107318976422,HSI2212,0,0
18184771882275198129,HSI2312,0,0
14708832517865225431,HSI2412,0,0
6126652157088012622,MCH2003,0,0
2150770712265796814,MCH2004,0,0
9088022575114274868,MCH2006,0,0
15651738698232860011,MCH2009,0,0
13957423513390470365,MHI2003,0,0
7246574092186660650,MHI2004,0,0
16022088540856349987,MHI2006,0,0
14499245122208442656,MHI2009,0,0
1942323494362480726,CUS2003,0,0
3793049455973112274,CUS2004,0,0
1628434514927220350,CUS2005,0,0
4788677098562720069,CUS2006,0,0
5474812918745932388,CUS2009,0,0
13813410148287265173,CUS2012,0,0
14433483269457838185,CUS2103,0,0
14412459980819666670,CUS2106,0,0
9853702434677205765,CUS2109,0,0
13499642869167507363,CUS2112,0,0
17233179372281850420,CHH2003,0,0
669714324398974110,CHH2004,0,0
2407781726514892146,CHH2006,0,0
17590014115031205691,CHH2009,0,0
11804422514071430277,FCA2003,0,0
6752634901056154766,FCA2004,0,0
1994383232847938050,FCA2005,0,0
15589481655540442389,FCA2006,0,0
4438388686885956049,FCA2009,0,0
2070624226621304570,FCA2012,0,0
2307370792625495284,FCA2106,0,0
2290062057828351322,FCA2112,0,0
8020985076858788973,FCA2206,0,0
1613279425311056213,FCA2212,0,0
12843056475786476051,FCA2306,0,0
17122676244958844411,FCA2312,0,0
14326755646963771980,FCA2406,0,0
1915792073133217407,FCA2412,0,0
12486318480675622682,CA3M,5144,5144
6275801374279546810,AH3M,1651.5,1651.5
11290351232475594249,PB3M,1619,1619
12087606846656389542,L-ZS3M,1871,1871
11988531206950636299,NI3M,11780,11780
9490318789508493961,SN3M,14250,14250
17243348389776981440,CN2003,0,0
6049002201150842003,CN2004,0,0
3271963301826602600,CN2005,0,0
1695365203195616973,CN2006,0,0
16535377148723919902,CN2009,0,0
584933208844079001,CN2012,0,0
17908221199118606076,NK2003,0,0
16694747529707376913,NK2004,0,0
6533007748672141470,NK2005,0,0
18360831065916639325,NK2006,0,0
15143269365463159582,NK2007,0,0
12189917522684541279,NK2008,0,0
11172570491725396417,NK2009,0,0
17105422351338746653,NK2010,0,0
2193899516094641147,NK2011,0,0
4611578042084194498,NK2012,0,0
7774463598914746508,NK2103,0,0
4880793363503577741,NK2106,0,0
1954926041724438042,NK2109,0,0
16919685603007881189,NK2112,0,0
18056704307561340648,NK2203,0,0
16401415655166957283,NK2206,0,0
764633108111893848,NK2209,0,0
3847767337103936264,NK2212,0,0
3034960678956916746,NK2303,0,0
6260744925023742809,NK2306,0,0
16959746498963193386,NK2309,0,0
15908755790605948065,NK2312,0,0
12026968792522868849,NK2403,0,0
15523159683047958471,NK2406,0,0
9959783381423501557,NK2409,0,0
17612673270611422398,NK2412,0,0
5262015463119088820,NK2503,0,0
8694105900031723169,NK2506,0,0
12355413758341410843,NK2509,0,0
18289838233944936223,NK2512,0,0
11108532642542569181,NK2603,0,0
16292265066908437382,NK2606,0,0
11904263617334330867,NK2609,0,0
15157504760156090617,NK2612,0,0
4757016129449185651,NK2703,0,0
15750483679956483150,NK2706,0,0
16119118746981448570,NK2709,0,0
7200950213293776946,NK2712,0,0
10427903871655096193,NK2803,0,0
6128375353820104604,IN2003,0,0
17717788420150752370,IN2004,0,0
16983994998047995097,IN2005,0,0
17844469351104087907,IN2006,0,0
13817944934653667236,IN2009,0,0
12858490206015944423,IN2012,0,0
4020313666612255774,IN2103,0,0
17441017525342249184,JB2003,0,0
111319941625922508,JB2006,0,0
14096624372349135697,JB2009,0,0
3452893034151206509,JB2012,0,0
15078263046470945619,JB2103,0,0
13047668196760324759,JB2106,0,0
8027686396099246941,TW2003,0,0
9833875557798213615,TW2004,0,0
15050075470915337716,TW2005,0,0
3053525967597278900,TW2006,0,0
10374439653148745029,TW2009,0,0
16393815780031414723,TW2012,0,0
307887486273753375,TW2103,0,0
8998945391917517416,TW2106,0,0
6579911700978444553,TW2109,0,0
12648941577149482705,TW2112,0,0
4407891795925947326,TW2203,0,0
2277628659196131889,TW2206,0,0
3304242484923924568,TW2209,0,0
5161993159672978508,TW2212,0,0
12659028025358229630,MY2003,0,0
16270292540755768879,MY2004,0,0
4209557449308297381,MY2005,0,0
10318667862664170338,MY2006,0,0
8795438952963029813,MY2009,0,0
5174872364282903384,MY2012,0,0
7820387535261246589,CY2003,0,0
8335929857713564870,CY2004,0,0
5618226306290366992,CY2005,0,0
4330374426315718906,CY2006,0,0
14686622549223649024,CY2007,0,0
4040056924605717989,CY2008,0,0
10735106134834513134,CY2009,0,0
4997861814397870835,CY2010,0,0
1087634537852663886,CY2011,0,0
12846154366700477820,CY2012,0,0
2191944606025119000,CY2101,0,0
11367021792603447972,CY2102,0,0
12027850707665622064,CY2103,0,0
7953077344348707439,CY2104,0,0
2624856260812673510,CY2106,0,0
14266955216647360524,CY2109,0,0
12286258735842539584,CY2112,0,0
4511171289447729646,CY2203,0,0
86545488839293881,CY2206,0,0
3017848930491750,CY2209,0,0
14775310459791837808,CY2212,0,0
11415543745174599907,CY2303,0,0
17087065994006473049,UC2003,0,0
5692720788326508382,UC2004,0,0
2068312676327052033,UC2005,0,0
7312499125588195318,UC2006,0,0
9023710891361323147,UC2007,0,0
4630262100446188095,UC2008,0,0
10896825307970381246,UC2009,0,0
17650255709534307224,UC2010,0,0
11256286160457740132,UC2011,0,0
17590811303104423417,UC2012,0,0
15750477022671595018,UC2101,0,0
6444520930701259301,UC2102,0,0
14978924070707238331,UC2103,0,0
14704308129248268342,UC2104,0,0
13684697226941259446,UC2106,0,0
