Exchange,Product Name,Product Symbol,Alternate Symbol,Product Type,Asset Class,Sub-Asset Class,Currency,Market Data Channel
Eurex,"MSCI ACWIEXUS (USD,NTR)",FMXU,,Spread,Equities,Index,USD,ALL
Eurex,"MSCI ASIA PAC (USD,NTR)",FMAP,,Spread,Equities,Index,USD,ALL
Eurex,MSCI USA QA (USD / NTR),FMUQ,,Spread,Equities,Index,USD,ALL
Eurex,"MSCI EMU (NTR,EUR)",FMMU,,Spread,Equities,Index,EUR,ALL
Eurex,"MSCI PACIFIC (USD,GTR)",FMPG,,Spread,Equities,Index,USD,ALL
Eurex,"MSCI JAPAN (GTR,USD)",FMJG,,Spread,Equities,Index,USD,ALL
Eurex,"MSCI EUROPE (NTR,USD)",FMED,,Spread,Equities,Index,USD,ALL
Eurex,"MSCI EUROPEXCH(NTR,EUR)",FMXS,,Spread,Equities,Index,EUR,ALL
Eurex,MSCI USA EW (USD / NTR),FMUE,,Spread,Equities,Index,USD,ALL
Eurex,MSCI USA VW (USD / NTR),FMUV,,Spread,Equities,Index,USD,ALL
Eurex,MSCI USA MM (USD / NTR),FMUM,,Spread,Equities,Index,USD,ALL
Eurex,VERBUND AG,VER,,Option Strategy,Equities,Single stock,EUR,ALL
Eurex,EURO STOXX TECHNOLOGY,OESY,,Spread,Equities,Index,,ALL
ICE,Gasoline Diff Futures (balmo),1FN S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoil Crack Futures (balmo),19C S,LS 1L/BRN 1L MT,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures (balmo),1GI S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Crack Futures (bbl) (balmo),1ES S,RBOB 1L/BRN 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Crude Diff Futures (balmo),18H S,Arg LLS/WTI 1L,Future,,,USD,IFEU Energy Div Oil
KCG,US2Y|US3Y Treasury Spread,US2Y|US3Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
ICE,CCA Spr,CAM P|CAN P,CCA V14/V15,Spread,,,USD,ICE Phys Env
ICE,Crude Diff Futures (balmo),18L S,Arg LLS/WTI 1L,Future,,,USD,IFEU Energy Div Oil
KCG,US3Y|US5Y Treasury Spread,US3Y|US5Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
ICE,Gasoline Futures (balmo),1GM S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
KCG,US2Y|US7Y Treasury Spread,US2Y|US7Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
ICE,Gasoline Crack Futures (bbl) (balmo),1EW S,RBOB 1L/BRN 1L,Future,,,USD,IFEU Energy Div Oil
KCG,US7Y|US30Y Treasury Spread,US7Y|US30Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
ICE,Gasoline Diff Futures (balmo),1FS S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures (balmo),1GN S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures Spr,ZNZ S|SMS S,SGMog97,Spread,,,USD,IFEU Energy Div Oil
KCG,2 Year On The Run US Treasury,US2Y,,US Treasury Bond,Interest Rates,U.S. Treasuries,USD,ALL
ICE,Gasoline Futures Spr,ZMU S|SMF S,SGMog95,Spread,,,USD,IFEU Energy Div Oil
KCG,US5Y|US7Y Treasury Spread,US5Y|US7Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
KCG,7 Year On The Run US Treasury,US7Y,,US Treasury Bond,Interest Rates,U.S. Treasuries,USD,ALL
KCG,US3Y|US10Y Treasury Spread,US3Y|US10Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
ICE,Gasoline Futures Spr,ZLP S|SMT S,SGMog92,Spread,,,USD,IFEU Energy Div Oil
ICE,Gasoline Diff Futures (balmo),1FR S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
KCG,US3Y|US7Y Treasury Spread,US3Y|US7Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
KCG,US3Y|US30Y Treasury Spread,US3Y|US30Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
KCG,3 Year On The Run US Treasury,US3Y,,US Treasury Bond,Interest Rates,U.S. Treasuries,USD,ALL
KCG,US5Y|US10Y Treasury Spread,US5Y|US10Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
KCG,10 Year On The Run US Treasury,US10Y,,US Treasury Bond,Interest Rates,U.S. Treasuries,USD,ALL
ICE,CCA Spr,CAN P|CAO P,CCA,Spread,,,USD,ICE Phys Env
KCG,US2Y|US10Y Treasury Spread,US2Y|US10Y,,Spread,Interest Rates,U.S. Treasuries,USD,ALL
CME,,VG5,,Future,,,USD,Chicago Mercantile Exchange
CME,MISO Michigan Hub Off-Peak Calendar-Day 5 MW Real-Time LMP Futures,MRT,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,5-Year T-Note Options Strategy,ZF1|ZF4,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,Ultra 10-Year U.S. Treasury Note Options,OTN,,Option,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,Israeli Shekel Futures,ILS,,Spread,FX,Emerging Market,USD,Chicago Mercantile Exchange
CME,,2CD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Soybean Meal Options,OZM,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Korean Won Options Wk 3,KR3,,Option,FX,Emerging Market,USD,Chicago Mercantile Exchange
CME,Hungarian Forint/Euro (HUF/EUR) Cross Rate Options,EHU,,Option,FX,Emerging Market,EUR,Chicago Mercantile Exchange
EEX,NBP NATURAL GAS MONTH FUTURE,G9BM,,Spread,,,,EEX Derivatives
CME,Weekly Premium Quoted European Style Options on Japanese Yen/US Dollar,4JY,,Option Strategy,FX,Majors,USD,Chicago Mercantile Exchange
Euronext_DEV,"Boskalis Westminster NV, Kon - STND OPT",BOS,,Option Strategy,,,EUR,ALL
CME,E-mini NASDAQ 100 End-of-Month Options,QNE,,Option,Equities,Index,USD,Chicago Mercantile Exchange
CME,,EW3|E2A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Chicago S&P/Case-Shiller Home Price Index,CHI,,Future,Real Estate,Index,USD,Chicago Mercantile Exchange
CME,Boston S&P/Case-Shiller Home Price Index | Miami S&P/Case-Shiller Home Price Index,BOS|MIA,,Spread,Real Estate,Index,USD,Chicago Mercantile Exchange
CME,Permian Natural Gas (Platts Gas Daily) Swing Futures,SL,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,CAISO SP15 EZ Gen Hub 5 MW Off-Peak Cal-Day Real-Time LMP Futures,B2K,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Singapore Jet Kerosene (Platts) Average Price Options,AN2,,Option,Energy,Refined Products,USD,New York Mercantile Exchange
EEX,NR PSV NATURAL GAS YEAR,HCBY,,Spread,,,,EEX Derivatives
CME,Natural Gas (Henry Hub) Last-day Financial Futures,HH,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,M:103X,,Future,,,,MexDer
CME,,OTN|OZN,,Option Strategy,,,USD,Chicago Board of Trade
CME,European Cpi Index,HC,,Spread,,,EUR,Chicago Mercantile Exchange
CME,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Low Sulphur Gasoil Futures,AWQ,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,Soybean Oil Options,OZL,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Euro/Swedish Krona Futures,ESK,,Future,FX,Emerging Market,SEK,Chicago Mercantile Exchange
CME,Soybean Meal Futures,ZM,,Future,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,,E3C|EW,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,"NGPL Mid-Con Natural Gas (Platts IFERC) Basis | OneOk, Oklahoma Natural Gas (Platts IFERC) Basis",NL|8XN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,NY Jet Fuel (Platts) vs. NY Harbor ULSD Futures,A1U,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,Corn Option Strategy,ZC1|OZC,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,TETCO M-3 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,IX,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,10-Year T-Note Options Strategy,ZN1|OZN,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,Natural Gas Weekly Options (American) Wk 4,ON4,,Option Strategy,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Urals Mediterranean (S&P Global Platts) vs. Dated Brent (S&P Global Platts) CFD Futures,UMD,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,PJM AEP Dayton Hub Day-Ahead Off-Peak Cal-Day 5 MW Futures,PEL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,Japanese Yen/Euro Style Options Wk 3,3O,,Option,FX,Majors,USD,Chicago Mercantile Exchange
CME,"Oslo Blindern, Cat Monthly",HL,,Future,,,EUR,Chicago Mercantile Exchange
CME,U.S. Treasury Bond Options Strategy,ZB1|ZB3,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,,A6B,,Future,,,USD,New York Mercantile Exchange
CME,Composite S&P/Case-Shiller Home Price Index | San Francisco S&P/Case-Shiller Home Price Index,CUS|SFR,,Spread,Real Estate,Index,USD,Chicago Mercantile Exchange
CME,TETCO M-3 Natural Gas (Platts Gas Daily) Swing Futures,NSX,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Dated Brent (Platts) Daily Futures,A7G,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,Random Length Lumber Options,LBS,,Option Strategy,Agriculture,Lumber and Pulp,USD,Chicago Mercantile Exchange
CME,,NBD,,Future,,,GBP,New York Mercantile Exchange
CME,WTI Financial Futures,CSX,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,NYISO Zone J Off-Peak LBMP Futures,AKP,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Alberta Power Pool Off-Peak Cal-Day Futures,LAF,,Future,Energy,Electricity,CAD,New York Mercantile Exchange
CME,,NWP,,Future,,,USD,New York Mercantile Exchange
CME,,1J,,Future,,,USD,New York Mercantile Exchange
CME,Weekly Premium Quoted European Style Options on Euro/US Dollar,2EU,,Option Strategy,FX,Majors,USD,Chicago Mercantile Exchange
CME,Oslo Cooling Seasonal Str,HLK,,Future,,,EUR,Chicago Mercantile Exchange
CME,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Low Sulphur Gasoil BALMO Futures,A6V,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,NYISO NYC In-City Capacity Cal-Month Futures,NHH,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,E1A|E4C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,PJM ATSI Zone Off-Peak Calendar-Day 5 MW Day-Ahead LMP Futures,PHO,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Capesize 2014 Timecharter Average (Baltic) Futures,CF2,,Future,Energy,Freight,USD,New York Mercantile Exchange
CME,,MU3,,Option,,,USD,Minneapolis Grain Exchange
CME,Chicago SRW Wheat Weekly Options,ZW4,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,"Columbia Gulf, Louisiana Natural Gas (Platts Gas Daily) Swing Futures",J6,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Panhandle Natural Gas (Platts IFERC) Basis,PH,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,C8C|C9C,,Spread,,,USD,New York Mercantile Exchange
CME,,SDG,,Option,,,USD,Chicago Mercantile Exchange
CME,European FAME 0 Biodiesel fob ARA (RED Compliant) (Argus) Calendar Month Future,FBA,,Future,Energy,Biofuels,USD,CME Europe Ltd
CME,,WU2,,Option Strategy,,,USD,Chicago Board of Trade
CME,10-Year T-Note Weekly Options Wk 3,ZN3,,Option,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,E-Mini S&P 500 Options Strategy,EW2|EW1|ES|EW,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,Premium Quoted European Style Options on Euro/US Dollar|Euro FX Option (American)|Euro FX Option (American),EUU|6E,,Option Strategy,FX,Majors,USD,Chicago Mercantile Exchange
CME,Short-Dated New Crop KC HRW Wheat Options,KWE,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Cincinnati Hdd,H3,,Future,,,USD,Chicago Mercantile Exchange
CME,,FPKO,,Spread,,,MYR,Bursa Malaysia
CME,,AYV,,Spread,,,USD,New York Mercantile Exchange
CME,,WT4,,Option,,,USD,Chicago Board of Trade
CME,Natural Gas Calendar Strip Options,A6J,,Option,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,PJM Western Hub Real-Time Peak Cal-Day 5 MW Futures | PJM AEP Dayton Hub Real-Time Peak Cal-Day 5 MW Futures,JDL|VDL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,,M:DA29|M:DA15,,Spread,,,,MexDer
CME,U.S. Dollar / Brazilian Real (USD/BRL) Cash Settled Future,BRL,,Spread,FX,,BRL,CME Europe Ltd
CME,Chicago OHare Rainfall Str,CRQ,,Future,,,USD,Chicago Mercantile Exchange
CME,U.S. Treasury Bond Options,OZB,,Option,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,Mont Belvieu LDH Propane (OPIS) BALMO Futures,A8O,,Future,Energy,Petrochemicals,USD,New York Mercantile Exchange
CME,3-Year T-Note Futures | U.S. Treasury Bond Futures,Z3N|ZB,,Spread,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,German Gaspool Natural Gas (ICIS Heren) vs. Dutch TTF Natural Gas (ICIS Heren) Calendar Month Spread Future,GGE,,Spread,Energy,Natural Gas,USD,CME Europe Ltd
CME,E-Mini S&P 500 Options Strategy,EW1|EW4|EW2,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,PJM 50 MW Cal-Month LMP Option,PML,,Option,Energy,Electricity,USD,New York Mercantile Exchange
CME,Canadian Dollar Option Strategy,XD|6C,,Option Strategy,FX,Majors,USD,Chicago Mercantile Exchange
CME,"ANR, Louisiana Natural Gas (Platts IFERC) Basis | Florida Gas, Zone 3 Natural Gas (Platts IFERC) Basis",NDN|FPN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,"ANR, Louisiana Natural Gas (Platts IFERC) Basis",NDN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,"ANR, Louisiana Natural Gas (Platts IFERC) Basis | Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis",NDN|9FN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Natural Gas Short-Term Options D22,U22,,Option,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Weekly Gold|Gold Option Strategy,OG4|OG,,Option Strategy,Metals,Precious,USD,COMEX (Commodities Exchange Center)
CME,E-mini Dow ($5) Week 3 Options,YM3,,Option Strategy,Equities,Index,USD,Chicago Board of Trade
CME,Chicago Ethanol (Platts) Calendar Spread Option - One Month,CE1,,Option,Energy,Biofuels,USD,New York Mercantile Exchange
CME,E-mini NIFTY 50 Index Futures,MNF,,Future,Equities,Index,USD,Chicago Mercantile Exchange
CME,Russian Ruble Futures,6R,,Option Strategy,FX,Emerging Market,USD,Chicago Mercantile Exchange
CME,MISO Illinois Hub 5 MW Peak Cal-Month Day-Ahead Futures,A4Q,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,3EU|5EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4JY|5JY,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,5-Year T-Note Options Strategy,ZF5|OZF,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,,3AD|4AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Osaka Pac Rim Dly Avg Temp Sea,G7X,,Future,,,JPY,Chicago Mercantile Exchange
CME,,E3A|E3C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Jpy Quarterly Variance,VJQ,,Future,,,USD,Chicago Mercantile Exchange
CME,Natural Gas Weekly Options (American) Wk 5,ON5,,Option Strategy,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,"Dominion, South Point Natural Gas (Platts Gas Daily) Swing Futures",SH,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Tokyo Bay A-Grade 1% Sulfur Fuel Oil (RIM) Futures,RMF,,Future,Energy,Refined Products,JPY,New York Mercantile Exchange
CME,Eurodollar Options Strategy,GE|E25,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,Swiss Franc Option (European) ,XS,,Option Strategy,FX,Majors,USD,Chicago Mercantile Exchange
CME,,E5C|EW,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WY3|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
CME,Transco Zone 6 Non-N.Y. Natural Gas (Platts Gas Daily) Swing Futures,TZS,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,European 3.5% Fuel Oil Cargoes FOB MED (Platts) BALMO Futures,EFF,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,Waha Natural Gas (Platts IFERC) Basis,NW,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,M:353X,,Future,,,,MexDer
CME,Boston Monthly Hdd,HW,,Future,,,USD,Chicago Mercantile Exchange
CME,,QM4,,Future,,,USD,Chicago Board of Trade
CME,,SPX,,Future,,,USD,Chicago Mercantile Exchange
CME,E-Mini Crude Oil Futures,QM,,Spread,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,,E2C|E3A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Kern River Natural Gas (Platts IFERC) Basis | San Juan Natural Gas (Platts IFERC) Basis,NV|NJ,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Coal (API 2) cif ARA (Argus/McCloskey) Options,MTO,,Option,Energy,Coal,USD,New York Mercantile Exchange
CME,,Q04,,Future,,,USD,Chicago Mercantile Exchange
CME,Eurodollar 2 Year Weekly Mid-Curve Options  Wk 3,E23,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,,M:DA10|M:DA17,,Spread,,,,MexDer
CME,2-Year T-Note Options Strategy,ZT5|OZT,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,CIG Rockies Natural Gas (Platts Gas Daily) Swing Futures,U8,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,,M:DA22|M:DA15,,Spread,,,,MexDer
CME,Natural Gas Last Day (Financial Settlement) Futures,HHT,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,European Union Allowance Future,EMA,,Spread,Energy,Emissions,EUR,CME Europe Ltd
CME,E-Mini S&P 500 Options Strategy,EW1|ES|EW2,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,K6 Philidelphia Cdd,K6,,Future,,,USD,Chicago Mercantile Exchange
CME,CAISO SP15 EZ Gen Hub 5 MW Peak Cal-Day Day-Ahead LMP Futures,DAZ,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,MGEX National Corn Index (NCI),OIC,,Option Strategy,Agriculture,Grain and Oilseed,USD,Minneapolis Grain Exchange
CME,PJM ComEd Zone 5 MW Peak Cal-Month Day-Ahead LMP Futures,AD8,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,NGPL Mid-Con Natural Gas (Platts IFERC) Basis,NL,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,10-Year T-Note Options Strategy,ZN5|OZN|ZN3,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,,FMG5,,Future,,,MYR,Bursa Malaysia
CME,U.S. Treasury Bond Weekly Options Wk 2,ZB2,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,WTI Crude Oil 1 Month Calendar Spread Options,WAY,,Option Strategy,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,Ultra 10-Year U.S. Treasury Note Weekly Options Wk 4,TN4,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,Cash-settled Butter Futures,CB,,Future,Agriculture,Dairy,USD,Chicago Mercantile Exchange
CME,,N1A|ZN|T1A|ZT,,Spread,,,USD,Chicago Board of Trade
CME,,H95,,Future,,,USD,Chicago Mercantile Exchange
CME,Daily Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,GBR,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,,QO6,,Future,,,USD,Chicago Board of Trade
CME,,EW1|E4C,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,NR NBP NATURAL GAS MONTH,H9BM,,Spread,,,,EEX Derivatives
CME,Australian Dollar/Euro Style Options Wk 1,XA1,,Option,FX,Majors,USD,Chicago Mercantile Exchange
CME,10-Year T-Note Options Strategy,OZN|ZN1|ZN2,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,,SZN|NUN,,Spread,,,USD,New York Mercantile Exchange
CME,Rome Cdd Monthly,G9,,Future,,,EUR,Chicago Mercantile Exchange
CME,E-mini Technology Select Sector Futures,XAK,,Future,Equities,Index,USD,Chicago Mercantile Exchange
CME,,M:DA19|M:DA13,,Spread,,,,MexDer
CME,,M:DA31|M:DA18,,Spread,,,,MexDer
CME,,EW2|E2C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,MY8,,Future,,,USD,Minneapolis Grain Exchange
CME,Bankstown Heating Seasonal St,2FK,,Future,,,AUD,Chicago Mercantile Exchange
CME,Euro/British Pound (EUR/GBP) Week 3 Options,3E,,Option,FX,Majors,GBP,Chicago Mercantile Exchange
CME,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Cal-Month 2.5 MW Futures,MEL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,Algonquin City-Gates Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,N7,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Aluminium European Premium Duty-Paid (Metal Bulletin) Futures,EDP,,Spread,Metals,Base,USD,COMEX (Commodities Exchange Center)
CME,,ZN5|ZN3|OZN,,Option Strategy,,,USD,Chicago Board of Trade
CME,,EW3|EW4|EW,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,"Tennessee 500 Leg Natural Gas (Platts IFERC) Basis | Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis",NM|9FN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,HW4,,Future,,,USD,Chicago Mercantile Exchange
CME,,CMF,,Future,,,USD,New York Mercantile Exchange
CME,Eurodollar Options Strategy,GE4|GE,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,"Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis",9FN,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,8BN,,Future,,,USD,New York Mercantile Exchange
CME,,OZB|OUB,,Option Strategy,,,USD,Chicago Board of Trade
CME,,DEN,,Option,,,USD,Chicago Mercantile Exchange
CME,MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP Futures,AEJ,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,In Delivery Month European Union Allowance (EUA) Options,EAX,,Option Strategy,Energy,Emissions,EUR,New York Mercantile Exchange
CME,Mexican Peso (MXN/USD) Week 1 Options,1M,,Option,FX,Emerging Market,USD,Chicago Mercantile Exchange
CME,,VNA,,Future,,,USD,New York Mercantile Exchange
CME,Crude Oil 1 Year MidCurve Options,LM1,,Option Strategy,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,,VH5,,Future,,,USD,Chicago Mercantile Exchange
CME,Mini Dubai Crude Oil (Platts) BALMO Futures,DBT,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,Daily European Union Allowance (EUA) Futures | In Delivery Month European Union Allowance (EUA) Futures,EUL|EAF,,Spread,Energy,Emissions,EUR,New York Mercantile Exchange
CME,,ZN1|OZB|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
CME,Algonquin Natural Gas (Platts IFERC) Fixed Price Futures,XAC,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,U.S. Dollar / Canadian Dollar Future (USD/CAD) Physically Deliverable Future (CLS Eligible),CAD,,Future,FX,,CAD,CME Europe Ltd
EEX,TRS NATURAL GAS MONTH,G6BM,,Spread,,,,EEX Derivatives
CME,Australian Dollar Futures,6A,,Future,FX,Majors,USD,Chicago Mercantile Exchange
CME,Houston Ship Channel Natural Gas (Platts IFERC) Pipe Option,APK,,Option,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,T23,,Future,,,USD,New York Mercantile Exchange
CME,PJM PEPCO Zone Off-Peak Cal-Month Day-Ahead LMP Futures,AQ8,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Miami S&P/Case-Shiller Home Price Index | San Diego S&P/Case-Shiller Home Price Index,MIA|SDG,,Spread,Real Estate,Index,USD,Chicago Mercantile Exchange
CME,CAISO NP15 EZ Gen Hub 5 MW Peak Cal-Month Day-Ahead LMP | Mid-Columbia Day-Ahead Peak Daily Cal-Month 5 MW,4XW|MDL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,E-Mini S&P 500 Options Strategy,EW1|EW2|EW3,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,Eurodollar 1 Year Weekly Mid-Curve Options  Wk 5,E05,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,PJM Northern Illinois Hub Off-Peak LMP Futures,AUO,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,4B,,Future,,,USD,New York Mercantile Exchange
CME,Short-Dated New Crop Soybean Oil Options,OLD,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Eurodollar Options Strategy,GE3|GE2,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,New York Cooling Seasonal Strip,K4K,,Future,,,USD,Chicago Mercantile Exchange
CME,Chicago SRW Wheat-Corn Intercommodity Spread Options,ZCW,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Swiss Franc/Euro Style Options Wk 2,XS2,,Option,FX,Majors,USD,Chicago Mercantile Exchange
CME,,K6N,,Future,,,USD,Chicago Mercantile Exchange
CME,NYISO Zone G Day-Ahead Off-Peak Cal-Day 5 MW Futures,ZGL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,PJM Duquesne Zone Off-Peak Calendar-Day 5 MW Day-Ahead LMP Futures,PQO,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Chicago Ethanol (Platts) Calendar Spread Option - One Month,CE1,,Option Strategy,Energy,Biofuels,USD,New York Mercantile Exchange
CME,,FMG3,,Spread,,,MYR,Bursa Malaysia
CME,PG&E Citygate Natural Gas (Platts IFERC) Basis | San Juan Natural Gas (Platts IFERC) Basis,PC|NJ,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Japanese YenRenminbi,RMY,,Future,,,JPY,Chicago Mercantile Exchange
CME,4F Melbourne Regional Hdd,4F,,Future,,,AUD,Chicago Mercantile Exchange
CME,PJM West Hub 50 MW Same Day Option D08,Z08,,Option,Energy,Electricity,USD,New York Mercantile Exchange
